# GENERATED (ONE-SHOT): python3 scripts/archive/ghidra_recover_structs/recover_structs.py (ONE-SHOT, not a pipeline stage)
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE - Ghidra decompiler inference.
# Standing: lead-generator only. Same grade as the Dreamcast dump - a
# recovered offset still needs retail-byte proof before it is a claim.
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# contents: every method that fed (or failed to feed) a class union - the audit trail behind struct_layouts.csv; `src` is the naming corpus that attributed the address to the class
class,rva,name,src,outcome
type_creature_quest,0x171280,type_creature_quest::vslot13,vtable-slot,probed:12
type_creature_quest,0x1713c0,type_creature_quest::vslot14,vtable-slot,probed:4
type_defeat_hero_quest,0x16e240,type_defeat_hero_quest::vslot6,vtable-slot,probed:1
type_defeat_hero_quest,0x16e340,type_defeat_hero_quest::vslot7,vtable-slot,probed:4
type_defeat_hero_quest,0x16e3e0,type_defeat_hero_quest::vslot2,vtable-slot,probed:1
type_defeat_hero_quest,0x16e410,type_defeat_hero_quest::vslot4,vtable-slot,decompile-failed
type_defeat_hero_quest,0x16e4b0,type_defeat_hero_quest::vslot5,vtable-slot,decompile-failed
type_defeat_hero_quest,0x16e550,type_defeat_hero_quest::vslot9,vtable-slot,probed:2
type_defeat_hero_quest,0x16e580,type_defeat_hero_quest::vslot11,vtable-slot,probed:5
type_defeat_hero_quest,0x16e5f0,type_defeat_hero_quest::vslot13,vtable-slot,probed:11
type_defeat_hero_quest,0x16e6f0,type_defeat_hero_quest::vslot14,vtable-slot,probed:10
type_duration_artifact,0x32860,type_duration_artifact::vslot1,vtable-slot,probed:1
type_elixir_of_life_artifact,0x33520,type_elixir_of_life_artifact::vslot1,vtable-slot,decompile-failed
type_enchant_data,0x36930,?get_mastery_value@type_enchant_data@@QAEJXZ,mangled,probed:2
type_event_record,0x9a5b0,type_event_record::vslot0,vtable-slot,probed:1
type_event_record,0x9a5e0,type_event_record::vslot2,vtable-slot,probed:0
type_event_record,0x9a600,type_event_record::vslot3,vtable-slot,probed:0
type_experience_quest,0x16d3e0,type_experience_quest::vslot6,vtable-slot,probed:1
type_experience_quest,0x16d410,type_experience_quest::vslot7,vtable-slot,probed:4
type_experience_quest,0x16d490,type_experience_quest::vslot2,vtable-slot,probed:1
type_experience_quest,0x16d4b0,type_experience_quest::vslot4,vtable-slot,probed:1
type_experience_quest,0x16d550,type_experience_quest::vslot5,vtable-slot,probed:1
type_experience_quest,0x16d5f0,type_experience_quest::vslot11,vtable-slot,probed:4
type_experience_quest,0x16d630,type_experience_quest::vslot13,vtable-slot,probed:10
type_experience_quest,0x16d720,type_experience_quest::vslot14,vtable-slot,probed:9
type_experience_quest,0x16edf0,type_experience_quest::vslot12,vtable-slot,probed:2
type_experience_quest,0x171530,type_experience_quest::vslot0,vtable-slot,probed:0
type_func_button,0x56a10,type_func_button::int32_t,function-names,probed:0
type_func_button,0x56d30,??0type_func_button@@QAE@JJJJJPBDP6IHPAVmessage@@@ZHH@Z,mangled,probed:16
type_func_button,0x56d80,type_func_button::vslot0,vtable-slot,probed:0
type_func_button,0x56db0,??1type_func_button@@UAE@XZ,mangled,probed:11
type_func_button,0x56e50,?Main@type_func_button@@UAEHPAVmessage@@@Z,mangled,probed:17
type_garrison_purchaser,0x28580,type_garrison_purchaser::vslot2,vtable-slot,probed:1
type_income_artifact,0x32d20,type_income_artifact::vslot1,vtable-slot,probed:2
type_info,0x216e8d,??1type_info@@UAE@XZ,mangled,probed:2
type_knowledge_artifact,0x32610,type_knowledge_artifact::vslot1,vtable-slot,probed:1
type_luck_artifact,0x327f0,type_luck_artifact::vslot1,vtable-slot,decompile-failed
type_might_artifact,0x325a0,type_might_artifact::vslot1,vtable-slot,probed:1
type_monster,0x1332f0,type_monster::vslot3,vtable-slot,probed:7
type_monster_data,0x23c80,?get_enchantment_value@type_monster_data@@QBEJAAUtype_spell_choice@@PBVhero@@1@Z,mangled,probed:1
type_monster_data,0x23d00,?get_resurrection_value@type_monster_data@@QBEJAAUtype_spell_choice@@PBVhero@@@Z,mangled,probed:4
type_monster_data,0x23de0,?get_spell_damage@type_monster_data@@QBEJHPBVhero@@0J@Z,mangled,probed:2
type_monster_data,0x23ea0,?take_damage@type_monster_data@@QAEJJ@Z,mangled,probed:3
type_monster_quest,0x16ea30,type_monster_quest::vslot6,vtable-slot,probed:1
type_monster_quest,0x16eb30,type_monster_quest::vslot7,vtable-slot,probed:4
type_monster_quest,0x16ebd0,type_monster_quest::vslot2,vtable-slot,probed:1
type_monster_quest,0x16ec00,type_monster_quest::vslot4,vtable-slot,probed:1
type_monster_quest,0x16eca0,type_monster_quest::vslot5,vtable-slot,probed:1
type_monster_quest,0x16ed40,type_monster_quest::vslot10,vtable-slot,probed:3
type_monster_quest,0x16ed90,type_monster_quest::vslot11,vtable-slot,probed:5
type_monster_quest,0x16ee20,type_monster_quest::vslot13,vtable-slot,probed:11
type_monster_quest,0x16ef20,type_monster_quest::vslot14,vtable-slot,probed:10
type_morale_artifact,0x32780,type_morale_artifact::vslot1,vtable-slot,decompile-failed
type_movement_artifact,0x326e0,type_movement_artifact::vslot1,vtable-slot,probed:1
type_necromancy_artifact,0x32640,type_necromancy_artifact::vslot1,vtable-slot,probed:1
type_object,0x84620,type_object::vslot2,vtable-slot,decompile-failed
type_object,0x1331f0,type_object::vslot3,vtable-slot,probed:7
type_object,0x133590,type_object::vslot0,vtable-slot,probed:0
type_obscuring_object,0xd7470,type_obscuring_object::type_obscuring_object,dc-name-map,probed:7
type_obscuring_object,0xd7490,type_obscuring_object::get_obscured_town,dc-name-map,probed:4
type_obscuring_object,0xd74d0,type_obscuring_object::initialize,dc-name-map,probed:7
type_obscuring_object,0xd74f0,type_obscuring_object::load,dc-name-map,probed:0
type_obscuring_object,0xd75d0,type_obscuring_object::obscure_cell,dc-name-map,probed:8
type_obscuring_object,0xd76e0,type_obscuring_object::type_obscuring_object,function-names,probed:5
type_obscuring_object,0xd77b0,type_obscuring_object::save,dc-name-map,probed:0
type_obscuring_object,0xe64c0,type_obscuring_object::obscures_town,dc-name-map,probed:1
type_point,0xb1090,type_point::is_valid,function-names,decompile-failed
type_point,0xb1330,type_point::is_valid,hd-name-map,probed:2
type_power_artifact,0x325e0,type_power_artifact::vslot1,vtable-slot,probed:1
type_quest,0x16cbe0,type_quest::vslot0,vtable-slot,probed:0
type_quest,0x16cd00,type_quest::vslot11,vtable-slot,probed:3
type_quest,0x16ce50,type_quest::vslot12,vtable-slot,probed:1
type_quest,0x16cf70,type_quest::vslot13,vtable-slot,probed:8
type_record_claim_mine,0x9aa70,type_record_claim_mine::vslot2,vtable-slot,probed:0
type_record_claim_mine,0x9aaf0,type_record_claim_mine::vslot3,vtable-slot,probed:0
type_record_claim_mine,0x9ab40,type_record_claim_mine::vslot4,vtable-slot,probed:2
type_record_claim_mine,0x9abc0,type_record_claim_mine::vslot5,vtable-slot,probed:2
type_record_claim_mine,0x16e3d0,type_record_claim_mine::vslot1,vtable-slot,decompile-failed
type_record_claim_town,0x9ac20,type_record_claim_town::vslot4,vtable-slot,probed:2
type_record_claim_town,0x9aca0,type_record_claim_town::vslot5,vtable-slot,probed:2
type_record_claim_town,0x16ebc0,type_record_claim_town::vslot1,vtable-slot,decompile-failed
type_record_erase,0x9b180,type_record_erase::vslot1,vtable-slot,decompile-failed
type_record_erase,0x9b190,type_record_erase::vslot2,vtable-slot,probed:0
type_record_erase,0x9b220,type_record_erase::vslot3,vtable-slot,probed:0
type_record_erase,0x9b280,type_record_erase::vslot4,vtable-slot,probed:2
type_record_erase,0x9b370,type_record_erase::vslot5,vtable-slot,probed:4
type_record_hide_boat,0x9acf0,type_record_hide_boat::vslot1,vtable-slot,decompile-failed
type_record_hide_boat,0x9ad00,type_record_hide_boat::vslot2,vtable-slot,probed:5
type_record_hide_boat,0x9adf0,type_record_hide_boat::vslot3,vtable-slot,probed:5
type_record_hide_boat,0x9ae80,type_record_hide_boat::vslot4,vtable-slot,probed:3
type_record_hide_boat,0x9aed0,type_record_hide_boat::vslot5,vtable-slot,probed:3
type_record_hide_hero,0x9b430,type_record_hide_hero::vslot2,vtable-slot,probed:3
type_record_hide_hero,0x9b500,type_record_hide_hero::vslot3,vtable-slot,probed:3
type_record_hide_hero,0x9b570,type_record_hide_hero::vslot4,vtable-slot,probed:5
type_record_hide_hero,0x9b680,type_record_hide_hero::vslot5,vtable-slot,probed:3
type_record_hide_hero,0x1721f0,type_record_hide_hero::vslot1,vtable-slot,decompile-failed
type_record_move_hero,0x9a620,type_record_move_hero::vslot0,vtable-slot,probed:0
type_record_move_hero,0x9a680,type_record_move_hero::vslot1,vtable-slot,decompile-failed
type_record_move_hero,0x9a690,type_record_move_hero::vslot2,vtable-slot,probed:1
type_record_move_hero,0x9a750,type_record_move_hero::vslot3,vtable-slot,probed:1
type_record_move_hero,0x9a7c0,type_record_move_hero::vslot4,vtable-slot,probed:7
type_record_move_hero,0x9a910,type_record_move_hero::vslot5,vtable-slot,probed:4
type_record_player_death,0x9ba30,type_record_player_death::vslot1,vtable-slot,decompile-failed
type_record_player_death,0x9ba40,type_record_player_death::vslot2,vtable-slot,probed:0
type_record_player_death,0x9ba80,type_record_player_death::vslot3,vtable-slot,probed:0
type_record_player_death,0x9bab0,type_record_player_death::vslot4,vtable-slot,probed:1
type_record_show_boat,0x9af30,type_record_show_boat::vslot1,vtable-slot,decompile-failed
type_record_show_boat,0x9af40,type_record_show_boat::vslot2,vtable-slot,probed:5
type_record_show_boat,0x9afa0,type_record_show_boat::vslot3,vtable-slot,probed:5
type_record_show_boat,0x9b040,type_record_show_boat::vslot4,vtable-slot,probed:4
type_record_show_boat,0x9b100,type_record_show_boat::vslot5,vtable-slot,probed:4
type_record_show_hero,0x9b6d0,type_record_show_hero::vslot2,vtable-slot,probed:3
type_record_show_hero,0x9b760,type_record_show_hero::vslot3,vtable-slot,probed:3
type_record_show_hero,0x9b800,type_record_show_hero::vslot4,vtable-slot,probed:6
type_record_show_hero,0x9b960,type_record_show_hero::vslot5,vtable-slot,probed:6
type_record_show_hero,0x172810,type_record_show_hero::vslot1,vtable-slot,decompile-failed
type_record_shroud,0x9bbd0,type_record_shroud::vslot0,vtable-slot,probed:0
type_record_shroud,0x9bc80,type_record_shroud::vslot1,vtable-slot,decompile-failed
type_record_shroud,0x9bc90,type_record_shroud::vslot2,vtable-slot,probed:3
type_record_shroud,0x9bdf0,type_record_shroud::vslot3,vtable-slot,probed:2
type_record_shroud,0x9be60,type_record_shroud::vslot4,vtable-slot,probed:2
type_record_shroud,0x9bf20,type_record_shroud::vslot5,vtable-slot,probed:2
type_record_teleport,0x9a9b0,type_record_teleport::vslot1,vtable-slot,decompile-failed
type_record_teleport,0x9a9c0,type_record_teleport::vslot4,vtable-slot,probed:3
type_resource_quest,0x171560,type_resource_quest::vslot1,vtable-slot,decompile-failed
type_resource_quest,0x171580,type_resource_quest::vslot6,vtable-slot,probed:1
type_resource_quest,0x1716e0,type_resource_quest::vslot7,vtable-slot,probed:3
type_resource_quest,0x1717b0,type_resource_quest::vslot2,vtable-slot,probed:1
type_resource_quest,0x171800,type_resource_quest::vslot3,vtable-slot,probed:1
type_resource_quest,0x171840,type_resource_quest::vslot4,vtable-slot,probed:5
type_resource_quest,0x171ae0,type_resource_quest::vslot5,vtable-slot,probed:1
type_resource_quest,0x171b80,type_resource_quest::vslot11,vtable-slot,probed:3
type_resource_quest,0x171bb0,type_resource_quest::vslot12,vtable-slot,probed:1
type_resource_quest,0x171be0,type_resource_quest::vslot13,vtable-slot,probed:9
type_resource_quest,0x171cc0,type_resource_quest::vslot14,vtable-slot,probed:4
type_school_artifact,0x32890,type_school_artifact::vslot1,vtable-slot,probed:2
type_scouting_artifact,0x32510,type_scouting_artifact::vslot1,vtable-slot,probed:1
type_scouting_artifact,0x33080,type_scouting_artifact::vslot0,vtable-slot,probed:0
type_shooter_bonus_artifact,0x330b0,type_shooter_bonus_artifact::vslot1,vtable-slot,probed:1
type_skill_quest,0x16d960,type_skill_quest::vslot6,vtable-slot,probed:0
type_skill_quest,0x16d990,type_skill_quest::vslot7,vtable-slot,probed:3
type_skill_quest,0x16da70,type_skill_quest::vslot2,vtable-slot,probed:1
type_skill_quest,0x16dad0,type_skill_quest::vslot4,vtable-slot,probed:5
type_skill_quest,0x16dd60,type_skill_quest::vslot5,vtable-slot,probed:1
type_skill_quest,0x16de60,type_skill_quest::vslot11,vtable-slot,probed:3
type_skill_quest,0x16de90,type_skill_quest::vslot12,vtable-slot,probed:1
type_skill_quest,0x16dec0,type_skill_quest::vslot13,vtable-slot,probed:9
type_skill_quest,0x16e0d0,type_skill_quest::vslot14,vtable-slot,probed:5
type_spell_artifact,0x32f90,type_spell_artifact::vslot1,vtable-slot,probed:1
type_spell_choice,0x36950,??0type_spell_choice@@QAE@XZ,mangled,probed:9
type_spell_choice,0x36980,??0type_spell_choice@@QAE@HHJJ@Z,mangled,probed:9
type_spellcaster_artifact,0x32720,type_spellcaster_artifact::vslot1,vtable-slot,probed:1
type_spellvalue,0x126d40,type_spellvalue::type_spellvalue,dc-name-map,probed:9
type_spellvalue,0x1270e0,type_spellvalue::get_damage_spell_value,dc-name-map,probed:2
type_spellvalue,0x1271c0,type_spellvalue::get_mass_damage_spell_value,dc-name-map,probed:3
type_spellvalue,0x127290,type_spellvalue::get_enchantment_value,dc-name-map,probed:4
type_spellvalue,0x1273d0,type_spellvalue::get_raw_spell_value,dc-name-map,probed:7
type_spellvalue,0x1275b0,type_spellvalue::get_best_spell_value,dc-name-map,probed:4
type_statue_of_legion_artifact,0x33580,type_statue_of_legion_artifact::vslot1,vtable-slot,decompile-failed
type_text_scroller,0x1b9fb0,type_text_scroller::?,hd-name-map,probed:27
type_text_scroller,0x1ba2b0,type_text_scroller::vslot0,vtable-slot,probed:0
type_text_scroller,0x1ba2e0,type_text_scroller::vslot1,vtable-slot,probed:7
type_text_scroller,0x1ba3b0,type_text_scroller::~type_text_scroller,hd-name-map,probed:12
type_text_scroller,0x1ba4c0,type_text_scroller::vslot2,vtable-slot,probed:16
type_text_slider,0x17ca50,type_text_slider::vslot0,vtable-slot,probed:0
type_text_slider,0x1b9fa0,type_text_slider::vslot16,vtable-slot,probed:1
type_tome_artifact,0x32c20,type_tome_artifact::vslot1,vtable-slot,decompile-failed
type_town_threat_checker,0x28260,type_town_threat_checker::vslot0,vtable-slot,decompile-failed
type_town_threat_checker,0x28570,type_town_threat_checker::vslot2,vtable-slot,decompile-failed
type_undead_king_cloak_artifact,0x333a0,type_undead_king_cloak_artifact::vslot1,vtable-slot,probed:1
widget,0x1629b0,widget::set_visible,hd-name-map,probed:3
widget,0x1fe340,??0widget@@QAE@FFFFFF@Z,mangled,probed:16
widget,0x1fe3b0,widget::vslot0,vtable-slot,probed:4
widget,0x1fe430,??1widget@@UAE@XZ,mangled,probed:4
widget,0x1fe480,?initialize@widget@@QAEXHHHHHH@Z,mangled,probed:11
widget,0x1fe4d0,?Open@widget@@UAEHHPAVheroWindow@@@Z,mangled,probed:2
widget,0x1fe4f0,?Main@widget@@UAEHPAVmessage@@@Z,mangled,probed:10
widget,0x1fe7c0,?send_message@widget@@QAEHW4ECommands@1@H@Z,mangled,probed:3
widget,0x1fe800,?Dim@widget@@UAEXXZ,mangled,probed:5
widget,0x1fe840,?set_help_text@widget@@QAEXPBD0E@Z,mangled,probed:3
widget,0x1fe930,?process_hover@widget@@UAEXXZ,mangled,probed:1
widget,0x1fe940,?enable@widget@@UAEXE@Z,mangled,probed:3
